"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
2735290,"October 21, 2023",Illinois,Chicago,"7300 block of S Dorchester Ave",1,0,0,0,0,N/A
2735641,"October 21, 2023",California,"Los Angeles","642 Crocker St",1,0,0,0,0,N/A
2735073,"October 21, 2023",California,"Santa Maria","1000 block of N School St",1,3,0,0,0,N/A
2734930,"October 21, 2023","North Carolina",Goldsboro,"900 block of S Best St",1,0,0,0,0,N/A
2735616,"October 21, 2023",Texas,Houston,"1000 block of Telephone Rd",1,0,0,0,0,N/A
2735113,"October 21, 2023",Indiana,Indianapolis,"5400 block of E 20th St",1,0,0,0,0,N/A
2735087,"October 21, 2023",Indiana,Indianapolis,"5524 Georgetown Rd",1,0,0,0,0,N/A
2735553,"October 21, 2023","North Carolina",Margarettsville,"Mt Zion Church Rd",1,0,0,0,0,N/A
2734905,"October 21, 2023",Minnesota,Minneapolis,"3520 Penn Ave N",1,0,0,0,0,N/A
2734984,"October 21, 2023",Pennsylvania,Philadelphia,"300 block of N Simpson St",1,0,0,0,0,N/A
2735271,"October 21, 2023","North Carolina",Fayetteville,"1520 Slater Ave",1,3,0,0,1,N/A
2734947,"October 21, 2023","New York","Corona (Queens)","73-22 69th Pl",1,0,1,0,0,N/A
2735770,"October 21, 2023",Oregon,Hillsboro,"NE Brogden St and NE 34th Pl",1,1,0,0,2,N/A
2735258,"October 21, 2023",Louisiana,"New Orleans","Decatur St and N Peters St",1,0,0,0,0,N/A
2735341,"October 21, 2023",Florida,Orlando,"Curry Ford Rd and Bel Air Ave",1,0,0,0,1,N/A
2735312,"October 21, 2023",Florida,"Belle Glade","1000 block of SW Ave I",1,2,0,0,0,N/A
2736064,"October 21, 2023",Louisiana,Opelousas,"1100 block of Overton St",1,0,0,0,0,N/A
2734933,"October 21, 2023","North Carolina",Raleigh,"1720 block of Riverview Rd",1,0,0,0,1,N/A
2735499,"October 21, 2023",California,Oakland,"8200 block of International Blvd",1,0,0,0,0,N/A
2735643,"October 21, 2023",Texas,Houston,"Mohawk St and Cohutta Ln",2,0,0,0,0,N/A
2736242,"October 21, 2023","South Carolina","North Charleston","Cosgrove Ave and I-26",1,0,0,0,0,N/A
2735438,"October 21, 2023",Missouri,"Saint Louis","5000 block of Lindenwood Ave",1,0,0,0,0,N/A
2735260,"October 21, 2023",California,Oakley,"487 Shannon Way",1,3,0,0,1,N/A
2735409,"October 21, 2023",Missouri,"Kansas City","3800 block of Main St",1,0,0,0,0,N/A
2735123,"October 21, 2023",Arizona,Phoenix,"W Union Hills Dr and N 19th Ave",1,0,0,0,0,N/A
2735957,"October 21, 2023",Missouri,"Kansas City","E 18th St and Agnes Ave",1,0,0,0,0,N/A
2735395,"October 21, 2023",California,"San Bernardino","1500 block of N D St",2,0,0,0,0,N/A
2735597,"October 21, 2023",Texas,Dallas,"2700 block of Sunlight Dr",1,2,0,0,0,N/A
2735288,"October 21, 2023",Illinois,Chicago,"3900 block of W Ogden Ave",1,0,0,0,0,N/A
2734798,"October 21, 2023",Illinois,Chicago,"1100 block of S Mozart St",1,0,0,0,0,N/A
2737739,"October 21, 2023",California,Hemet,"42200 block of Alexander Dr",1,0,0,0,1,N/A
2735229,"October 21, 2023",Ohio,Dayton,"2314 Elsmere Ave",1,1,0,0,0,N/A
2735265,"October 21, 2023",Pennsylvania,Philadelphia,"1800 block of W Tioga St",1,0,0,0,0,N/A
2736482,"October 21, 2023",Florida,Lakeland,"5500 block of Deeson Rd",1,0,0,0,1,N/A
2735817,"October 21, 2023",Louisiana,Monroe,"3100 block of Renwick St",1,5,0,0,2,N/A
2735198,"October 21, 2023",Virginia,"Newport News","Aqueduct Dr and Colony Rd",1,0,0,0,0,N/A
2735020,"October 21, 2023","District of Columbia",Washington,"U St NW and 9th St NW",1,0,0,0,0,N/A
2735747,"October 20, 2023",Texas,"Corpus Christi","100 block of Hardwood St",1,0,0,0,0,N/A
2735079,"October 20, 2023",Connecticut,Prospect,"Merriman Ln and Summit Rd",0,0,1,0,0,N/A
2734992,"October 20, 2023",California,"North Hollywood","6511 Riverton Ave",1,0,1,0,0,N/A
2736619,"October 20, 2023","North Carolina",Oxford,"Southern Ct",1,1,0,0,0,N/A
2734673,"October 20, 2023",Ohio,Cincinnati,"700 block of David St",1,0,0,0,1,N/A
2737546,"October 20, 2023",Louisiana,Sunset,"128 Thibodeaux Ln",1,0,0,0,1,N/A
2735444,"October 20, 2023",Missouri,"Saint Louis","7000 block of Glenmore Ave",1,0,0,0,0,N/A
2734367,"October 20, 2023",Wisconsin,Milwaukee,"8334 W Appleton Ave",1,0,0,0,0,N/A
2735054,"October 20, 2023",Georgia,Atlanta,"5 Cleveland Ave SE",1,0,0,0,0,N/A
2735050,"October 20, 2023",Georgia,Smyrna,"Benson Poole Rd and Smyrna Powder Springs Rd",0,0,1,0,0,N/A
2737370,"October 20, 2023",California,Ramona,"400 block of 16th St",1,0,0,0,0,N/A
2735601,"October 20, 2023",Ohio,Canton,"1900 block of Maple Ave NE",1,0,0,0,1,N/A
2734990,"October 20, 2023",Texas,Dallas,"10000 block of Harry Hines Blvd",1,0,0,0,0,N/A
2734988,"October 20, 2023",Pennsylvania,Holtwood,"917 River Rd",1,0,0,0,0,N/A
2736189,"October 20, 2023",Indiana,"Fort Wayne","900 block of Sherman Blvd",1,0,0,0,1,N/A
2734971,"October 20, 2023",Texas,Dallas,"13000 block of Esperanza Rd",1,1,0,0,0,N/A
2734138,"October 20, 2023",Texas,Killeen,"900 block of Southside Dr",0,0,1,0,0,N/A
2735093,"October 20, 2023",Alabama,Theodore,"5900 block of Bellingrath Rd",1,0,0,0,1,N/A
2734927,"October 20, 2023",Wisconsin,"Chippewa Falls","120 W Spruce St",0,0,1,0,0,N/A
2734586,"October 20, 2023",Pennsylvania,"Wilkes Barre","290 Coal St",1,0,0,0,0,N/A
2734860,"October 20, 2023",Missouri,Wentzville,"1100 block of Evergreen Dr",1,0,0,0,1,N/A
2736042,"October 20, 2023",Pennsylvania,Coatesville,"100 block of Rosemont Ave",1,0,0,0,0,N/A
2734650,"October 20, 2023",Arkansas,"Benton (Fairplay Township)","Rolling Manor Dr",1,0,0,0,1,N/A
2734490,"October 20, 2023",Texas,"San Antonio","Robeson Ave and Morningview Dr",1,0,0,0,1,N/A
2735436,"October 20, 2023",Louisiana,"Ville Platte","600 block of E Huey P Long St",1,0,0,0,0,N/A
2744066,"October 20, 2023",Nevada,Ely,"15th St",1,0,1,0,0,N/A
2735393,"October 20, 2023",California,"San Bernardino","2300 block of Osbun Rd",1,0,0,0,0,N/A
2735384,"October 20, 2023",Kansas,"Johnson City","308 E Trude Ave",0,0,1,0,0,N/A
2734553,"October 20, 2023",Illinois,Chicago,"2200 block of E 68th St",1,0,0,0,0,N/A
2737532,"October 20, 2023",Louisiana,Shreveport,"Milton St",1,0,0,0,1,N/A
2736527,"October 20, 2023",Illinois,Elgin,"1200 block of Fleetwood Dr",1,0,0,0,0,N/A
2734076,"October 20, 2023",Kansas,Topeka,"1600 block of SW Fillmore St",1,1,0,0,0,N/A
2734591,"October 20, 2023",Florida,Tampa,"13912 Nine Eagles Dr",1,0,0,0,0,N/A
2734683,"October 20, 2023","New Jersey",Glassboro,"123 S Academy St",1,1,0,0,0,N/A
2734655,"October 20, 2023",Ohio,Cincinnati,"4978 Delhi Rd",0,0,1,0,3,N/A
2738225,"October 20, 2023",Florida,Palmetto,"1500 block of 2nd Ave W",1,0,0,0,1,N/A
2734626,"October 19, 2023",Ohio,Cincinnati,"10101 Arborwood Dr",1,0,0,0,1,N/A
2733770,"October 19, 2023","District of Columbia",Washington,"2800 block of Gainesville St SE",0,1,1,0,0,N/A
2733907,"October 19, 2023","New Jersey",Newark,"700 block of S Orange Ave",1,0,0,0,0,N/A
2734418,"October 19, 2023",Maryland,Hyattsville,"3400 block of 52nd Ave",1,0,0,0,0,N/A
2734247,"October 19, 2023",Washington,Pasco,"6007 Mia Ln",1,0,0,0,0,N/A
2735134,"October 19, 2023",Arizona,Glendale,"N 59th Ave and W Thunderbird Rd",1,0,0,0,0,N/A
2733805,"October 19, 2023",Connecticut,Ledyard,"70 Whalehead Rd",0,0,1,0,0,N/A
2733837,"October 19, 2023",Tennessee,Memphis,"4991 Breckenwood Dr",1,0,0,0,0,N/A
2734106,"October 19, 2023",Maryland,Hagerstown,"19141 Olde Waterford Rd",1,0,1,0,0,N/A
2733787,"October 19, 2023",Virginia,Norfolk,"1700 block of Vernon Dr",1,0,0,0,0,N/A
2735031,"October 19, 2023",Indiana,"Michigan City","8600 block of W 400 N",1,0,0,0,1,N/A
2735677,"October 19, 2023",Alaska,Unalakleet,"Ocean Rd",1,0,0,0,1,N/A
2734093,"October 19, 2023",Texas,Houston,"15311 Ella Blvd",1,0,0,0,0,N/A
2733621,"October 19, 2023","North Carolina",Kinston,"400 block of Clay St",1,1,0,0,1,N/A
2733802,"October 19, 2023","North Carolina",Goldsboro,"401 N Best St",1,0,0,0,1,N/A
2734617,"October 19, 2023",Nevada,Henderson,"Via Visione",1,1,0,0,0,N/A
2734446,"October 19, 2023",Michigan,"Clinton Township","Woodward St and Beaconsfield St",1,0,0,0,1,N/A
2734769,"October 19, 2023",Louisiana,"New Orleans","2200 block of N Galvez",1,0,0,0,0,N/A
2734052,"October 19, 2023",Washington,Seattle,"8498 Seaview Pl NW",1,3,0,0,0,N/A
2734579,"October 19, 2023",Florida,"Daytona Beach","530 Fulton St",1,0,0,1,0,N/A
2733456,"October 19, 2023",Indiana,Indianapolis,"1600 block of E Ohio St",1,0,0,0,0,N/A
2734555,"October 19, 2023","New Mexico",Farmington,"2400 block of Farmview Ln",1,0,0,0,2,N/A
2734863,"October 19, 2023",Oklahoma,"Oklahoma City (Del City)","3900 Block of SE 27th St",1,0,0,0,0,N/A
2734149,"October 19, 2023",Texas,Greenville,"2200 block of Stanford St",1,0,0,0,0,N/A
2744839,"October 19, 2023",Texas,Henderson,"500 block of Christian St",1,0,0,0,1,N/A
2734086,"October 19, 2023",Texas,Austin,"1300 Crossing Pl",1,0,0,0,0,N/A
2734081,"October 19, 2023",Missouri,"Kansas City","31st St and Woodland Ave",1,1,0,0,0,N/A
2734539,"October 19, 2023",Georgia,Augusta,"2025 Broad St",1,0,0,0,1,N/A
2733979,"October 19, 2023",Arkansas,Helena,"600 block of Poplar St",1,1,0,0,1,N/A
2734786,"October 19, 2023",Mississippi,Redwater,N/A,1,0,0,0,1,N/A
2733549,"October 19, 2023",Washington,Toppenish,"200 block of Pearne St",3,1,1,0,0,N/A
2733833,"October 19, 2023",Tennessee,Memphis,"2538 N Watkins St",1,0,0,0,0,N/A
2733488,"October 19, 2023",Indiana,"South Bend","4124 Lincoln Way West",2,0,0,0,1,N/A
2733687,"October 19, 2023",Wisconsin,Milwaukee,"S Layton Blvd and W Pierce St",1,1,0,0,0,N/A
2732652,"October 18, 2023","New Mexico",Albuquerque,"3200 block of Tulane Dr",1,1,0,0,0,N/A
2733914,"October 18, 2023",Arizona,Surprise,"W Greenway Rd and N Cotton Ln",1,0,0,0,1,N/A
2733904,"October 18, 2023","New Jersey",Newark,"100 block of Dayton St",1,0,0,0,0,N/A
2733890,"October 18, 2023",Arizona,Wickenburg,"Santa Fe Dr and Madison St",2,0,0,0,0,N/A
2732795,"October 18, 2023",Georgia,Bronwood,N/A,2,0,0,0,1,N/A
2733854,"October 18, 2023","New Jersey",Camden,"N 22nd St and River Ave",1,0,0,0,0,N/A
2734442,"October 18, 2023",Texas,"Balch Springs","3212 Balch Springs Rd",1,0,0,0,0,N/A
2732953,"October 18, 2023","West Virginia",Sophia,"Virginia St",1,0,0,0,0,N/A
2733613,"October 18, 2023","North Carolina","Winston Salem (Winston-salem)","800 block of Cameron Ave",1,0,0,0,1,N/A
2732949,"October 18, 2023","South Carolina","Myrtle Beach","4803 US-17",1,1,0,0,1,N/A
2733789,"October 18, 2023",Louisiana,Jonesboro,"Gainesville Rd",1,0,0,0,0,N/A
2733631,"October 18, 2023","North Carolina",Kinston,"1800 block of Dupree St",1,0,0,0,3,N/A
2733749,"October 18, 2023",Florida,Tampa,"9400 block of N 9th St",1,0,0,0,0,N/A
2732845,"October 18, 2023",Wisconsin,"Milwaukee (West Allis)","6400 block of W Lincoln Ave",1,0,0,0,1,N/A
2732731,"October 18, 2023","District of Columbia",Washington,"700 block of 15th St NE",1,0,0,0,0,N/A
2733062,"October 18, 2023",Illinois,"Round Lake","34200 block of N Barberry Rd",0,0,1,0,0,N/A
2733677,"October 18, 2023",Wisconsin,Watertown,"Tower Rd and Western Ave",0,0,1,0,0,N/A
2733578,"October 18, 2023","North Carolina",Durham,"900 block of E Main St",1,0,0,0,1,N/A
2739972,"October 18, 2023",Indiana,"Lake Station","2000 block of Shelby St",1,0,0,0,1,N/A
2733306,"October 18, 2023",Texas,"San Antonio","4239 N Foster Rd",1,0,0,0,0,N/A
2732799,"October 18, 2023",Georgia,Atlanta,"80 Brevard Ave SW",1,0,1,0,0,N/A
2732786,"October 18, 2023","North Carolina",Reidsville,"800 block of Barnes St",1,0,0,0,0,N/A
2733049,"October 18, 2023",Louisiana,"New Orleans","3400 Franklin Ave",1,0,0,0,0,N/A
2732862,"October 18, 2023",Michigan,Montrose,"Elms Rd and Wheeler Dr",0,0,1,0,0,N/A
2733196,"October 18, 2023",Pennsylvania,"Pittsburgh (Penn Hills)","200 block of McGregor Dr",1,0,0,0,0,N/A
2733539,"October 18, 2023","North Carolina","Camp Lejeune",N/A,1,0,0,0,1,N/A
2733472,"October 18, 2023","South Carolina","North Charleston","5131 Dorchester Rd",1,0,1,0,0,N/A
2732941,"October 18, 2023","South Carolina",Columbia,"7431 Nates Rd",1,0,0,0,1,N/A
2733378,"October 18, 2023",Texas,"Fort Worth","1500 Four Seasons Ln",1,0,0,0,0,N/A
2734142,"October 18, 2023",Texas,Houston,"10056 Bammel N Houston Rd",1,0,0,0,0,N/A
2733324,"October 18, 2023",Oklahoma,Frederick,"100 block of 19th St",1,0,0,0,1,N/A
2733230,"October 18, 2023",Illinois,Chicago,"4300 block of W Maypole Ave",1,0,0,0,0,N/A
2733336,"October 18, 2023",Oklahoma,Tahlequah,"Choctaw St",2,1,0,0,1,N/A
2732688,"October 18, 2023",Florida,Jacksonville,"5800 block of Abelia Rd",1,1,0,0,1,N/A
2733294,"October 18, 2023",Missouri,"Saint Louis","3000 block of Wyoming St",2,0,0,0,1,N/A
2733287,"October 18, 2023",Missouri,"Saint Louis (Jennings)","5700 block of Apricot Ave",1,0,0,0,0,N/A
2733043,"October 18, 2023",Louisiana,Alexandria,"2200 block of W Sycamore St",1,0,0,0,0,N/A
2733194,"October 18, 2023",Colorado,Denver,"2300 block of N Broadway",1,0,0,0,0,N/A
2733321,"October 18, 2023",Florida,Sarasota,"3900 Clark Rd",1,0,1,0,0,N/A
2737660,"October 18, 2023",Colorado,Denver,"3227 S Parker Rd",1,0,0,0,0,N/A
2732912,"October 18, 2023",Indiana,Indianapolis,"4400 block of Primrose Ave",1,0,0,0,0,N/A
2746208,"October 17, 2023",Alabama,"Mobile (Prichard)","Magee St and Young Ave",1,0,0,0,0,N/A
2732326,"October 17, 2023",Pennsylvania,Philadelphia,"Carpenter St and S 5th St",1,1,0,0,0,N/A
2733031,"October 17, 2023",Maryland,Baltimore,"3800 block of Hayward Ave",1,0,0,0,0,N/A
2733888,"October 17, 2023",Illinois,Centralia,N/A,1,0,0,0,0,N/A
2734488,"October 17, 2023",Georgia,Bainbridge,"800 block of Monroe St",1,0,0,0,0,N/A
2732763,"October 17, 2023",California,"Chula Vista","1100 Industrial Blvd",1,1,0,0,1,N/A
2732441,"October 17, 2023","District of Columbia",Washington,"E Capitol St SE and 41st St SE",1,0,0,0,0,N/A
2733027,"October 17, 2023",Maryland,Baltimore,"1500 block of School St",1,0,0,0,0,N/A
2732087,"October 17, 2023",Virginia,Portsmouth,"4700 Viola Terrace",1,0,0,0,1,N/A
2732424,"October 17, 2023",Indiana,Indianapolis,"10020 E 30th St",1,0,0,1,1,N/A
2733001,"October 17, 2023",Ohio,Cincinnati,"3175 Ferncrest Ct",1,0,0,0,0,N/A
2732455,"October 17, 2023","Rhode Island",Warwick,"Sarah Teft Dr",0,0,1,0,0,N/A
2731756,"October 17, 2023",Texas,"San Antonio","Colima St and Guadalupe Ybarra",0,0,1,0,1,N/A
2731932,"October 17, 2023",Illinois,Chicago,"8200 block of S Drexel Ave",1,0,0,0,0,N/A
2732572,"October 17, 2023",Illinois,Chicago,"10902 S Wentworth Ave",1,0,0,0,0,N/A
2732039,"October 17, 2023",Ohio,Columbus,"2624 Divot Pl",1,0,0,0,2,N/A
2732930,"October 17, 2023","South Carolina","North Charleston","Nelson St",1,0,0,0,0,N/A
2732755,"October 17, 2023",Illinois,"La Salle","N Sterling St and Laura Ave",1,0,0,0,0,N/A
2733466,"October 17, 2023",Texas,Houston,"3500 Telephone Rd",1,0,0,0,0,N/A
2732482,"October 17, 2023",Texas,"Fort Worth","6612 Brentwood Stair Rd",1,0,0,0,1,N/A
2732656,"October 17, 2023",Florida,"Pembroke Pines","11069 Pines Blvd",1,0,0,0,1,N/A
2734123,"October 17, 2023",Texas,"Austin (Bee Cave)","Flameleaf Sumac Dr",1,1,0,0,0,N/A
2731943,"October 17, 2023",Illinois,Chicago,"800 block of E 79th St",1,0,0,0,0,N/A
2732498,"October 17, 2023",Texas,"San Benito","1100 block of N Sam Houston Blvd",1,0,0,0,2,N/A
2732340,"October 17, 2023",Pennsylvania,Philadelphia,"500 block of N 57th St",1,0,0,0,0,N/A
2733271,"October 17, 2023",Missouri,"Kansas City","E 44th St and Montgall Ave",1,0,0,0,2,N/A
2731945,"October 17, 2023",Colorado,Loveland,"1428 S California Ave",1,0,0,0,1,N/A
2732336,"October 17, 2023",Pennsylvania,Philadelphia,"5400 block of Chester Ave",1,0,0,0,0,N/A
2732403,"October 17, 2023",Tennessee,Lawrenceburg,"Hayes Ave",1,0,0,0,0,N/A
2731572,"October 16, 2023",Maryland,Baltimore,"700 block of Mura St",1,0,0,0,0,N/A
2731140,"October 16, 2023",Wisconsin,Milwaukee,"5909 N Teutonia Ave",1,0,0,0,1,N/A
2731269,"October 16, 2023","South Carolina",Columbia,"1800 block of Mitchell St",1,1,0,0,1,N/A
2732274,"October 16, 2023",California,Bakersfield,"1700 block of S M St",2,0,1,0,0,N/A
2732292,"October 16, 2023",Pennsylvania,Philadelphia,"2800 block of N Leithgow St",1,0,0,0,0,N/A
2732290,"October 16, 2023",Pennsylvania,Philadelphia,"3100 block of G St",1,0,0,0,0,N/A
2732258,"October 16, 2023",Maryland,Columbia,"6000 Foreland Garth",1,2,0,0,0,N/A
2732253,"October 16, 2023",Georgia,Buford,"Allen St",1,0,0,0,0,N/A
2732241,"October 16, 2023",Georgia,Woodbine,I-95,0,0,1,0,0,N/A
2732222,"October 16, 2023","North Carolina",Greensboro,"2300 block of Golden Gate Dr",1,1,0,0,0,N/A
2731005,"October 16, 2023",Illinois,Peoria,"1200 block of N Ellis St",1,0,0,0,1,N/A
2732216,"October 16, 2023",Alabama,Birmingham,"1100 block of 15th St SW",1,0,0,0,0,N/A
2731303,"October 16, 2023",Washington,Seattle,"6200 block of Gould Ave S",1,0,0,0,1,N/A
2732205,"October 16, 2023",Florida,Clearwater,"1400 block of Laura St",1,0,0,0,0,N/A
2732199,"October 16, 2023",Nevada,Reno,"3295 S Virginia St",1,0,0,0,0,N/A
2730931,"October 16, 2023",California,Duarte,"1024 Kellwil Way",1,0,0,0,0,N/A
2731136,"October 16, 2023",Texas,Houston,"10601 Fuqua St",1,0,0,0,1,N/A
2732020,"October 16, 2023",Texas,"San Antonio","102 Emerald Ash",1,0,0,0,0,N/A
2731503,"October 16, 2023",Connecticut,Hartford,"Barbour St and Westland St",0,0,1,0,0,N/A
2732391,"October 16, 2023","South Carolina","Little Mountain","200 block of Stevens Creek Rd",1,0,0,0,1,N/A
2731062,"October 16, 2023",Texas,Austin,"2229 E Riverside Dr",1,0,0,0,1,N/A
2732936,"October 16, 2023","South Carolina","Gray Court","Barnyard Rd",0,0,1,0,0,N/A
2731784,"October 16, 2023",Wisconsin,Milwaukee,"4500 block of N 57th St",1,0,0,0,0,N/A
2731380,"October 16, 2023",Georgia,Savannah,"1900 block of Harrison St",1,2,0,0,0,N/A
2732050,"October 16, 2023",Indiana,"New Castle","200 block of N 29th St",0,0,1,0,0,N/A
2731238,"October 16, 2023",California,"Long Beach","Pacific Ave and W 51st St",1,0,0,0,0,N/A
2731678,"October 16, 2023",California,Lodi,"1100 block of S Central Ave",2,0,0,0,1,N/A
2731463,"October 16, 2023",California,"Los Angeles","E M St and Sanford Ave",2,0,0,0,0,N/A
2731361,"October 16, 2023",California,Sunnyvale,"1700 block of Karameos Dr",1,1,1,0,0,N/A
2732009,"October 16, 2023",Texas,Houston,"7455 Cook Rd",1,0,0,0,0,N/A
2732006,"October 16, 2023",Colorado,Silverthorne,"200 block of Summit Pl",0,0,1,0,0,N/A
2732184,"October 16, 2023",Georgia,Atlanta,"3120 Briarcliff Rd",2,0,1,0,0,N/A
2732243,"October 16, 2023",Florida,Ocala,"16180 SW 20th Lane",1,0,1,0,0,N/A
2731132,"October 16, 2023",Texas,"El Paso","4990 Doniphan Dr",0,0,1,0,0,N/A
2733435,"October 16, 2023",Texas,Dallas,"2300 block of Pine St",1,0,0,0,1,N/A
2732083,"October 16, 2023",Ohio,Columbus,"1500 block of Basil Dr",1,0,0,0,0,N/A
2731134,"October 16, 2023",Texas,Houston,"3528 Southmore Blvd",1,0,0,0,2,N/A
2731681,"October 16, 2023",California,"Los Angeles","4410 Lankershim Blvd",3,1,0,0,0,N/A
2731779,"October 16, 2023",California,Fresno,"471 N Effie St",1,0,0,0,0,N/A
2731496,"October 16, 2023","District of Columbia",Washington,"C St NE and Tennessee Ave NE",1,1,0,0,0,N/A
2732054,"October 16, 2023","South Carolina",Greenville,"Crosby Cir",1,0,0,0,0,N/A
2732707,"October 16, 2023",Mississippi,Georgetown,"1072 Rail Road Ave",1,0,0,0,1,N/A
2731252,"October 16, 2023",California,Clovis,"Brookside Dr",1,0,0,0,0,N/A
2731830,"October 16, 2023",Texas,Dallas,"9700 block of Forest Ln",1,0,0,0,0,N/A
2732591,"October 16, 2023",Oregon,Roseburg,"100 Speedway Rd",1,0,0,0,1,N/A
2732530,"October 16, 2023",Idaho,"Bonners Ferry",N/A,1,0,0,0,0,N/A
2731592,"October 16, 2023",Vermont,"Greensboro Bend","VT-16 and Taylor Rd",1,0,0,0,0,N/A
2731520,"October 16, 2023","West Virginia",Union,N/A,0,0,1,0,0,N/A
2731410,"October 16, 2023","District of Columbia",Washington,"1601 Maryland Ave NE",1,0,0,0,0,N/A
2733098,"October 16, 2023",Connecticut,Wallingford,"132 N Airline Rd",0,0,1,0,0,N/A
2731508,"October 15, 2023",Connecticut,"East Hartford","Smith Dr",1,0,0,0,0,N/A
2733922,"October 15, 2023",Arizona,Phoenix,"S 36th Dr and W Tamarisk Ave",1,0,0,0,1,N/A
2731816,"October 15, 2023",Minnesota,Welcome,"1300 block of 130th Ave",1,0,0,0,0,N/A
2730662,"October 15, 2023","North Carolina","Winston Salem (Winston-salem)","2500 block of Fanning Oaks Dr",1,0,0,0,0,N/A
2732255,"October 15, 2023",Georgia,"Stone Mountain","6600 block of Etterlee Dr",1,0,0,0,0,N/A
2732248,"October 15, 2023","North Carolina",Greensboro,"3000 block of W Gate City Blvd",1,0,0,0,0,N/A
2731375,"October 15, 2023",Pennsylvania,Pottstown,"516 N Franklin St",1,0,1,0,0,N/A
2730707,"October 15, 2023",Tennessee,Memphis,"2181 Madison Ave",1,0,0,0,1,N/A
2730929,"October 15, 2023",California,"Los Angeles","E 96th Pl and S Alameda St",1,0,0,0,0,N/A
2731424,"October 15, 2023",Florida,Ocala,"SE 28th St and SE 52nd Ave",2,0,0,0,0,N/A
2730430,"October 15, 2023",Texas,Denton,"815 Cross Timber St",1,1,0,0,2,N/A
2732120,"October 15, 2023",Florida,"Belle Glade","600 block of SW 10th St",1,0,0,0,0,N/A
2730916,"October 15, 2023",Oregon,Portland,"SE Foster Rd and SE 86th Ave",1,2,0,0,0,N/A
2731351,"October 15, 2023","North Carolina",Charlotte,"3317 Magnolia Hill Dr",1,0,0,0,1,N/A
2731384,"October 15, 2023","North Carolina",Raleigh,"1300 block of Durlain Dr",1,0,0,0,1,N/A
2730896,"October 15, 2023",Washington,Yakima,"1400 block of Roosevelt Ave",1,0,0,0,0,N/A
2731294,"October 15, 2023","South Carolina",Orangeburg,"500 Fletcher St",1,0,0,0,0,N/A
2733640,"October 15, 2023",Indiana,Gary,"2800 block of King St",1,0,0,0,0,N/A
2731263,"October 15, 2023",California,Delano,"Pond Rd",1,1,0,0,0,N/A
2731102,"October 15, 2023",Texas,Dallas,"2200 block of Harlandale Ave",1,0,0,0,1,N/A
2730650,"October 15, 2023","North Carolina","Winston Salem (Winston-salem)","800 block of E Devonshire St",1,0,0,0,2,N/A
2730739,"October 15, 2023",Texas,"San Antonio","6300 block of Candleswick Ct",1,0,0,0,0,N/A
2731205,"October 15, 2023",Texas,Lubbock,"3rd St and Boston Ave",1,0,0,0,0,N/A
2731185,"October 15, 2023",Kansas,Topeka,"1600 block of SW 21st St",1,0,0,0,0,N/A
2731164,"October 15, 2023",California,"Red Bluff","I-5 and Flores Ave",0,1,1,0,0,N/A
2732228,"October 15, 2023",Alabama,Bessemer,"500 block of First Ave N",1,0,0,0,0,N/A
2730573,"October 15, 2023",Alabama,Birmingham,"1800 block of Fulton Ave SW",2,0,0,0,1,N/A
2731348,"October 15, 2023","North Carolina",Lumberton,"905 S Martin Luther King Dr",1,1,0,0,2,N/A
2730825,"October 15, 2023",Kentucky,Lexington,"200 block of Race St",1,0,0,0,0,N/A
2731187,"October 15, 2023",Virginia,"Newport News","400 block of Hustings Ln",1,0,0,0,2,N/A
2730615,"October 15, 2023",Virginia,Richmond,"1500 block of Columbia St",1,0,0,0,0,N/A
2730838,"October 15, 2023",Michigan,Detroit,"15600 block of Edmore Dr",1,0,0,0,1,N/A
2731021,"October 15, 2023","South Carolina",Barnwell,"Quail Rd and Patterson Rd",1,5,0,0,0,N/A
2731113,"October 15, 2023",Texas,Dallas,"3700 block of Marfa Ave",1,0,0,0,0,N/A
2730686,"October 15, 2023",Texas,"El Paso","5200 N Mesa St",1,2,0,0,0,N/A
2731713,"October 15, 2023",Florida,Jacksonville,"800 block of Poydras Ln W",1,0,0,0,0,N/A
2731736,"October 15, 2023",Florida,Davenport,"I-4 and US-27",1,0,0,0,1,N/A
2731861,"October 15, 2023",Alabama,"Bessemer (Hueytown)","2500 block of 19th St N",1,0,0,0,0,N/A
2731765,"October 15, 2023",Georgia,Atlanta,"502 Lynnhaven Dr SW",1,0,0,0,0,N/A
2731840,"October 15, 2023",Texas,Dallas,"4000 block of W Camp Wisdom Rd",1,0,0,0,0,N/A
2731827,"October 15, 2023","New Mexico","Las Cruces","2499 N Main St",1,0,0,0,0,N/A
2731786,"October 15, 2023",Georgia,Decatur,"2515 Terrace Trail",1,0,0,0,0,N/A
2731781,"October 15, 2023",Georgia,Norcross,"1635 Pirkle Rd NW",1,0,0,0,1,N/A
2730342,"October 15, 2023",Illinois,Chicago,"1900 block of S Paulina St",1,0,0,0,0,N/A
2730340,"October 15, 2023",Illinois,Chicago,"700 block of S Loomis St",1,0,0,0,0,N/A
2730759,"October 15, 2023","New York","New York (Manhattan)","355 Seventh Ave",1,0,0,0,0,N/A
2730752,"October 15, 2023",Ohio,Cleveland,"5600 block of Hamlet Ave",1,2,0,0,0,N/A
